Region,Model,Memory Mode,Strategy,Total Score,Accuracy,Completed At,Type_定位与定向,Type_空间距离估算,Type_邻近关系判断,Type_POI密度识别,Type_路径规划
罗马斗兽场,gemini,graph,Direct,20,83.33%,2025-12-26T01:03:48.451065,100.00%,100.00%,75.00%,50.00%,75.00%
罗马斗兽场,gemini,map,Direct,17,70.83%,2025-12-26T01:39:17.729968,100.00%,25.00%,75.00%,75.00%,50.00%
罗马斗兽场,openai,context,Direct,21,87.50%,2025-12-26T01:40:41.223971,75.00%,100.00%,100.00%,75.00%,100.00%
罗马斗兽场,openai,graph,Direct,13,54.17%,2025-12-26T01:42:00.854204,25.00%,25.00%,75.00%,75.00%,100.00%
罗马斗兽场,openai,map,Direct,12,50.00%,2025-12-26T01:43:20.774382,0.00%,25.00%,100.00%,75.00%,100.00%
罗马斗兽场,qwen,context,Direct,14,58.33%,2025-12-26T01:45:56.923584,12.50%,100.00%,75.00%,75.00%,75.00%
罗马斗兽场,qwen,graph,Direct,12,50.00%,2025-12-26T01:48:08.749526,37.50%,25.00%,75.00%,50.00%,75.00%
罗马斗兽场,qwen,map,Direct,13,54.17%,2025-12-26T01:50:43.205023,12.50%,50.00%,100.00%,75.00%,75.00%
芝加哥千禧公园,claude,context,Direct,17,70.83%,2025-12-26T01:53:13.415498,75.00%,75.00%,75.00%,25.00%,100.00%
芝加哥千禧公园,claude,graph,Direct,16,66.67%,2025-12-26T01:57:35.651095,75.00%,100.00%,50.00%,25.00%,75.00%
芝加哥千禧公园,claude,map,Direct,12,50.00%,2025-12-26T02:00:47.539621,37.50%,50.00%,50.00%,25.00%,100.00%
芝加哥千禧公园,deepseek,context,Direct,16,66.67%,2025-12-26T02:01:51.625265,50.00%,100.00%,75.00%,25.00%,100.00%
芝加哥千禧公园,deepseek,graph,Direct,13,54.17%,2025-12-26T02:02:53.504143,62.50%,50.00%,50.00%,25.00%,75.00%
芝加哥千禧公园,deepseek,map,Direct,15,62.50%,2025-12-26T02:03:58.316986,62.50%,75.00%,75.00%,25.00%,75.00%
